id,Datum,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,ist_feiertag,feiertag_vortag,feiertag_folgetag,Jahr,Wettercode_fehlt,Warengruppe_Brot,Warengruppe_Brötchen,Warengruppe_Croissant,Warengruppe_Konditorei,Warengruppe_Kuchen,Warengruppe_Saisonbrot,Wochentag_Monday,Wochentag_Saturday,Wochentag_Sunday,Wochentag_Thursday,Wochentag_Tuesday,Wochentag_Wednesday,Monat_2,Monat_3,Monat_4,Monat_5,Monat_6,Monat_7,Monat_8,Monat_9,Monat_10,Monat_11,Monat_12,Jahreszeit_Herbst,Jahreszeit_Sommer,Jahreszeit_Winter,Feiertag_Heiligabend,Feiertag_Kein_Feiertag,Feiertag_Ostern,Feiertag_Pfingsten,Feiertag_Pfingstmontag,Feiertag_Silvester,Feiertag_Tag der Arbeit
1307052,2013-07-05,492.818804066088,0,5.0,19.975,12.0,99.0,0,0,0,2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307064,2013-07-06,80.6465768881107,0,0.0,18.9625,8.0,99.0,0,0,0,2013,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307062,2013-07-06,494.2585755048633,0,0.0,18.9625,8.0,99.0,0,0,0,2013,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307065,2013-07-06,361.866932797941,0,0.0,18.9625,8.0,99.0,0,0,0,2013,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307063,2013-07-06,291.557959835153,0,0.0,18.9625,8.0,99.0,0,0,0,2013,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307061,2013-07-06,174.552359998476,0,0.0,18.9625,8.0,99.0,0,0,0,2013,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307071,2013-07-07,92.6377553788373,0,0.0,21.375,9.0,99.0,0,0,0,2013,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307075,2013-07-07,370.20960108863,0,0.0,21.375,9.0,99.0,0,0,0,2013,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307072,2013-07-07,494.2585755048633,0,0.0,21.375,9.0,99.0,0,0,0,2013,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307073,2013-07-07,279.665938833443,0,0.0,21.375,9.0,99.0,0,0,0,2013,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307074,2013-07-07,94.6039024817053,0,0.0,21.375,9.0,99.0,0,0,0,2013,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307083,2013-07-08,195.158794309303,0,0.0,22.725,10.0,5.0,0,0,0,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307085,2013-07-08,285.233382496522,0,0.0,22.725,10.0,5.0,0,0,0,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307084,2013-07-08,59.20854790302085,0,0.0,22.725,10.0,5.0,0,0,0,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307081,2013-07-08,135.500244042392,0,0.0,22.725,10.0,5.0,0,0,0,2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307082,2013-07-08,494.2585755048633,0,0.0,22.725,10.0,5.0,0,0,0,2013,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307095,2013-07-09,342.089345776475,0,0.0,23.275,8.0,99.0,0,0,0,2013,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307092,2013-07-09,494.2585755048633,0,0.0,23.275,8.0,99.0,0,0,0,2013,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307091,2013-07-09,136.048382778344,0,0.0,23.275,8.0,99.0,0,0,0,2013,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307093,2013-07-09,245.808338509722,0,0.0,23.275,8.0,99.0,0,0,0,2013,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307094,2013-07-09,75.2089975834558,0,0.0,23.275,8.0,99.0,0,0,0,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307105,2013-07-10,343.353066508123,0,2.0,19.6875,13.0,5.0,0,0,0,2013,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307101,2013-07-10,135.132314289581,0,2.0,19.6875,13.0,5.0,0,0,0,2013,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307104,2013-07-10,73.8056511129258,0,2.0,19.6875,13.0,5.0,0,0,0,2013,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307102,2013-07-10,494.2585755048633,0,2.0,19.6875,13.0,5.0,0,0,0,2013,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307103,2013-07-10,265.109142544045,0,2.0,19.6875,13.0,5.0,0,0,0,2013,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307115,2013-07-11,315.911756962233,0,0.0,21.375,12.0,5.0,0,0,0,2013,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307111,2013-07-11,138.549392636714,0,0.0,21.375,12.0,5.0,0,0,0,2013,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307113,2013-07-11,234.65807920749,0,0.0,21.375,12.0,5.0,0,0,0,2013,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307112,2013-07-11,494.2585755048633,0,0.0,21.375,12.0,5.0,0,0,0,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307114,2013-07-11,68.6330279122302,0,0.0,21.375,12.0,5.0,0,0,0,2013,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307125,2013-07-12,362.802489634211,0,0.0,20.2875,7.0,99.0,0,0,0,2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307123,2013-07-12,290.199097765019,0,0.0,20.2875,7.0,99.0,0,0,0,2013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307122,2013-07-12,494.2585755048633,0,0.0,20.2875,7.0,99.0,0,0,0,2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307121,2013-07-12,101.447511461298,0,0.0,20.2875,7.0,99.0,0,0,0,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307131,2013-07-13,141.233309883732,0,1.0,20.125,12.0,99.0,0,0,0,2013,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307132,2013-07-13,494.2585755048633,0,1.0,20.125,12.0,99.0,0,0,0,2013,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307135,2013-07-13,359.166188843392,0,1.0,20.125,12.0,99.0,0,0,0,2013,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307134,2013-07-13,74.2744737887665,0,1.0,20.125,12.0,99.0,0,0,0,2013,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307133,2013-07-13,340.046632736531,0,1.0,20.125,12.0,99.0,0,0,0,2013,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307144,2013-07-14,115.271617188867,0,5.0,17.6875,15.0,5.0,0,0,0,2013,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307145,2013-07-14,461.082124524619,0,5.0,17.6875,15.0,5.0,0,0,0,2013,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307141,2013-07-14,112.524365708762,0,5.0,17.6875,15.0,5.0,0,0,0,2013,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307142,2013-07-14,494.2585755048633,0,5.0,17.6875,15.0,5.0,0,0,0,2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307143,2013-07-14,320.626816189556,0,5.0,17.6875,15.0,5.0,0,0,0,2013,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307154,2013-07-15,99.4935305857439,0,6.0,18.7375,12.0,99.0,0,0,0,2013,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307155,2013-07-15,380.68369651152,0,6.0,18.7375,12.0,99.0,0,0,0,2013,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307152,2013-07-15,494.2585755048633,0,6.0,18.7375,12.0,99.0,0,0,0,2013,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307151,2013-07-15,161.264677322182,0,6.0,18.7375,12.0,99.0,0,0,0,2013,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307153,2013-07-15,243.526401440661,0,6.0,18.7375,12.0,99.0,0,0,0,2013,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307161,2013-07-16,116.821358174215,0,1.0,21.1875,10.0,99.0,0,0,0,2013,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307162,2013-07-16,494.2585755048633,0,1.0,21.1875,10.0,99.0,0,0,0,2013,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307164,2013-07-16,91.7796976081033,0,1.0,21.1875,10.0,99.0,0,0,0,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307163,2013-07-16,287.415464972525,0,1.0,21.1875,10.0,99.0,0,0,0,2013,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307165,2013-07-16,320.43533597922,0,1.0,21.1875,10.0,99.0,0,0,0,2013,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307173,2013-07-17,301.777437970497,0,5.0,22.5125,8.0,99.0,0,0,0,2013,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307171,2013-07-17,150.572919592838,0,5.0,22.5125,8.0,99.0,0,0,0,2013,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307175,2013-07-17,396.99424714406,0,5.0,22.5125,8.0,99.0,0,0,0,2013,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307172,2013-07-17,494.2585755048633,0,5.0,22.5125,8.0,99.0,0,0,0,2013,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307185,2013-07-18,300.398790118057,0,1.0,23.25,11.0,5.0,0,0,0,2013,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307182,2013-07-18,494.2585755048633,0,1.0,23.25,11.0,5.0,0,0,0,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307183,2013-07-18,250.426586853024,0,1.0,23.25,11.0,5.0,0,0,0,2013,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307181,2013-07-18,101.90072129658,0,1.0,23.25,11.0,5.0,0,0,0,2013,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307184,2013-07-18,89.2058404577425,0,1.0,23.25,11.0,5.0,0,0,0,2013,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307195,2013-07-19,369.400389277533,0,3.0,22.475,16.0,5.0,0,0,0,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307192,2013-07-19,494.2585755048633,0,3.0,22.475,16.0,5.0,0,0,0,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307193,2013-07-19,287.18828629416,0,3.0,22.475,16.0,5.0,0,0,0,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307191,2013-07-19,161.63511518654,0,3.0,22.475,16.0,5.0,0,0,0,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307194,2013-07-19,62.0636098816993,0,3.0,22.475,16.0,5.0,0,0,0,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307203,2013-07-20,394.765674710477,0,0.0,23.1875,8.0,99.0,0,0,0,2013,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307205,2013-07-20,346.154004294146,0,0.0,23.1875,8.0,99.0,0,0,0,2013,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307201,2013-07-20,134.328076682024,0,0.0,23.1875,8.0,99.0,0,0,0,2013,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307202,2013-07-20,494.2585755048633,0,0.0,23.1875,8.0,99.0,0,0,0,2013,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307204,2013-07-20,69.9369965472912,0,0.0,23.1875,8.0,99.0,0,0,0,2013,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307212,2013-07-21,494.2585755048633,0,0.0,26.375,8.0,99.0,0,0,0,2013,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307211,2013-07-21,66.2887578161955,0,0.0,26.375,8.0,99.0,0,0,0,2013,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307213,2013-07-21,346.658236387984,0,0.0,26.375,8.0,99.0,0,0,0,2013,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307215,2013-07-21,287.443788531561,0,0.0,26.375,8.0,99.0,0,0,0,2013,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307214,2013-07-21,82.6826868784511,0,0.0,26.375,8.0,99.0,0,0,0,2013,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307222,2013-07-22,494.2585755048633,0,0.0,26.1,9.0,99.0,0,0,0,2013,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307223,2013-07-22,297.712614415266,0,0.0,26.1,9.0,99.0,0,0,0,2013,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307221,2013-07-22,131.223948997842,0,0.0,26.1,9.0,99.0,0,0,0,2013,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307225,2013-07-22,356.484067206325,0,0.0,26.1,9.0,99.0,0,0,0,2013,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307224,2013-07-22,99.3353908053911,0,0.0,26.1,9.0,99.0,0,0,0,2013,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307231,2013-07-23,110.315246796665,0,0.0,24.95,12.0,99.0,0,0,0,2013,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307233,2013-07-23,323.301431663341,0,0.0,24.95,12.0,99.0,0,0,0,2013,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307234,2013-07-23,70.5290024618065,0,0.0,24.95,12.0,99.0,0,0,0,2013,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307235,2013-07-23,316.29681714496,0,0.0,24.95,12.0,99.0,0,0,0,2013,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307232,2013-07-23,494.2585755048633,0,0.0,24.95,12.0,99.0,0,0,0,2013,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307241,2013-07-24,141.891908195545,0,3.0,24.075,11.0,99.0,0,0,0,2013,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1307244,2013-07-24,83.5816326885927,0,3.0,24.075,11.0,99.0,0,0,0,2013,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
